"acousticness","danceability","energy","instrumentalness","liveness","loudness","speechiness","tempo","valence","popularity","key"
1.80789262933592,-2.48430093975959,-2.08893173323997,1.47932610243387,1.8277218199516,-3.91203140228137,-0.534538077422918,-2.50052967224038,-1.92728485887913,-0.721598393350481,0.0181756608922994
0.292528777273714,-1.57866565078228,-0.471090563722004,0.996505958806813,-0.669147775818415,-1.18158202066121,-0.0841320895720118,0.072524498568444,-1.34277029076327,0.751150743548763,-0.278726755771472
1.12821703012802,1.16025333725706,1.09540433285239,2.48619763734409,-0.723286318658181,0.247680744252259,-0.454603957280182,0.825755469796524,2.38951791296608,0.482473536141469,0.315078077556071
0.782386262521907,-0.0537256437547356,-0.605564322791096,-0.0226580795172902,0.280397375539927,-0.331355931289618,0.301724719198682,-0.352699289577318,0.103342351132564,-1.13795558861386,0.315078077556071
0.861008525840848,0.0117740291902294,-1.04359623243573,-0.779423976206971,-0.222460001987768,-0.366821678055751,-0.00915007684793487,-0.395459745111288,-0.220489166874915,0.352318608231542,0.315078077556071
0.181289232501513,-0.139516376372275,-0.506323602894388,2.38769243517918,-0.809186139963943,-0.924203595344556,-0.460609370451528,0.507580976130017,-0.918753612324317,0.213796328734174,-1.46633642242656
-0.18480781302889,0.569549484424662,-0.142194372149736,0.45724962372422,-1.00856034706186,0.482724998789762,0.407359207699409,-0.3780898478314,0.00376034486209952,1.13525964006438,1.20578532754739
-0.492202371539154,1.04457451839714,0.362886811205741,-0.700016982040741,-0.262643978075296,0.588638729183312,1.62357175223959,-0.61672793070179,0.389669988747126,-0.00767115999783526,-1.16943400576279
-0.244685982382421,0.337250216456867,-0.721332566978434,0.858991449683312,-1.2278575379248,-0.817468298299231,-0.13528164313485,-0.566009287908477,1.07151105974071,-0.0548808786731205,-1.16943400576279
0.140367966171902,0.581579267944423,-0.800494958300288,-0.0659410001119571,-0.351895914777385,-0.740745998296424,-0.0627507478498941,-0.351835765280421,0.82221700033131,-1.07361529009245,-1.16943400576279
-1.04231280262233,0.930608918066035,0.696247093733905,0.652845114676611,0.44056741729793,0.210207761674648,-0.344575867473506,0.427802928975888,0.371267511231274,0.401181458002851,0.315078077556071
-0.451357898299884,-0.596997751121834,0.0831888766686005,-0.226090694342832,0.407683680372909,-0.171948365433669,-0.19865093543161,0.380143584801091,0.206618501172178,-0.432464581274536,-1.16943400576279
-1.23345761214421,0.835034362102142,1.55172087811506,1.83905586615946,-0.0844515131489407,0.695605809357405,-0.480696442093614,0.782422030007825,1.73546939933544,1.31835818140861,0.908882910883615
